"22.12.2016","18.510,00","18.510,00","18.510,00","18.510,00","0,00","13","240.630","240.630"
"28.11.2016","18.510,00","18.510,00","18.510,00","18.510,00","0,00","11","203.610","203.610"
"31.10.2016","18.510,00","18.510,00","18.510,00","18.510,00","54,25","50","925.500","925.500"
"22.5.2017","18.510,00","18.510,00","18.510,00","18.510,00","0,00","45","832.950","832.950"
"28.3.2017","18.510,00","18.510,00","18.510,00","18.510,00","0,00","280","5.182.800","5.182.800"
"24.3.2017","18.510,00","18.510,00","18.510,00","18.510,00","0,00","273","5.053.230","5.053.230"
"29.8.2018","18.510,00","18.510,00","18.510,00","18.510,00","0,00","14","259.140","259.140"
"05.7.2018","18.510,00","18.510,00","18.510,00","18.510,00","0,00","14","259.140","259.140"
"25.4.2018","18.510,00","18.510,00","18.510,00","18.510,00","0,00","37","684.870","684.870"
"27.9.2019","18.510,00","18.510,00","18.510,00","18.510,00","0,00","15","277.650","277.650"
"03.10.2022","18.510,00","18.510,00","18.510,00","18.510,00","0,00","15","277.650","277.650"
"19.7.2024","18.510,00","18.510,00","18.510,00","18.510,00","0,00","33","610.830","610.830"
